case_id,case_outcome,case_title,case_text
Case13034,cited,O'Brien v Komesaroff [1982] HCA 33 ; (1982) 150 CLR 310,"In any event, the Minister submitted, it would not be in the interests of justice for this new ground to be entertained now because it had no prospect of success: see VAAC v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCAFC 74 ; (2003) 129 FCR 168 at [26] - [27] ; O'Brien v Komesaroff [1982] HCA 33 ; (1982) 150 CLR 310 at 319; and Coulton v Holcombe [1986] HCA 33 ; (1986) 162 CLR 1 at 7. The Minister submitted that the proposed ground contained nothing more than an unparticularised assertion that the RRT had ""totally ignored the requirements of s 36(2) read with s 422B"". Such a complaint was meaningless given that neither of these provisions imposed any mandatory obligations upon the RRT."
Case5947,distinguished,Save the Ridge Inc v Commonwealth and Another [2005] FCAFC 203 ; (2005) 147 FCR 97,"As Black CJ and Moore J said in Save the Ridge Inc v Commonwealth and Another [2005] FCAFC 203 ; (2005) 147 FCR 97 (' Save the Ridge '), 105 at [19]: 'The apparent purpose of s 524 is to take the process of authorisation by governments or government agencies outside the purview of the EPBC Act by excluding certain decisions by those bodies from the concept of relevant ""action"".' 49 Forestry Tasmania is an agency of the State of Tasmania. It submits that as such it has granted to Gunns Limited ('Gunns') a 'governmental authorisation' under s 524(2) to conduct forestry operations in coupes 17E and 19D. It relies on Save the Ridge where a Full Court of this Court held that Ministerial approval and gazettal of changes to the National Capital Plan of the Australian Capital Territory, necessary to permit the construction of a road, was a decision of a Commonwealth agency to grant a governmental authorisation to the Australian Capital Territory. Forestry Tasmania contends that an authorisation, when issued by a government body, will be a 'governmental authorisation when issued by the governmental body in its capacity as such' under s 524(2) of the EPBC Act. 50 Forestry Tasmania says the Forest Practices Plans for coupes 17E and 19D constitute the formal documents by which it authorised Gunns to conduct forestry operations. It submits that on this ground alone the application before the Court must fail. 51 The applicant contends that the submission of Forestry Tasmania referred to above depends on a characterisation of Forestry Tasmania's actions ('that is, logging, roading and the like') not as the physical activities involved, but as a product of a process where it authorises such activities to occur. 53 On this aspect of the proceeding, I prefer the applicant's submission. Save the Ridge is distinguishable because the attack in that case was on the steps taken to amend a plan which would authorise the construction of a freeway extension. There was no attack on the construction of the freeway extension. Here, there is no attack on a Forest Practices Plan, but on the work which is planned to take place under a Forest Practices Plan."
Case25015,distinguished,In re Dagnall Ex parte Soan &amp; Morley [1896] 2 QB 407 ,"The applicant relies upon a line of cases in bankruptcy commencing with In re Dagnall Ex parte Soan &amp; Morley [1896] 2 QB 407. Pursuant to the Married Women's Property Act 1982 , 'Every married woman carrying on a trade separately from her husband shall, in respect of her separate property, be subject to the bankruptcy laws in the same way as if she were a feme sole.' Mrs Dagnall had been carrying on a trade separately from her husband. Having sold her business, she gave notice to creditors that she was about to suspend payment of their debts. As a result a bankruptcy petition was presented. The question was whether or not the bankruptcy laws continued to apply to her after she had ceased trading but whilst she still owed trading debts. The Divisional Court (Vaughan Williams J and Wright J) found that the bankruptcy legislation continued to apply. Vaughan Williams J said (at 410-11): 'But whether a person is carrying on a trade or not is a question of fact; and if it were not for the decision in Ex parte McGeorge... , I would have said without any hesitation that as long as a woman trading separately from her husband had not paid the trade debts which she had incurred, so long she was continuing to trade. It seems to me that trading is not completed until you have performed all the obligations that the fact of trading imposed upon you. And that was the view that was taken in the older cases. Then we have to consider whether there is anything in the decision in Ex parte McGeorge... which prevents us from holding that the non-payment of debts incurred by a married woman while trading separately is evidence that she is still continuing to trade.' 24 His Lordship then referred to numerous ""older"" cases, noting that the decision in Ex parte McGeorge had departed from them on the basis of differences in the wording of the relevant bankruptcy legislation. Two alternative lines of reasoning emerge from his Lordship's brief judgment. The first is that a trader continues to trade until he or she has performed all obligations incurred as a result of such trading. The second is that non-payment of trading debts is evidence of continued trading, presumably to be considered in the light of other evidence. Wright J disposed of the matter on a different basis, holding (at 411) that: '... this appeal must be allowed, upon the short ground that in my view the natural meaning of the section is that a married woman who trades separately is to be subject to the bankruptcy laws in respect of all debts incurred by her in the period during which she was carrying on the trade.' 26 Those ""older cases"" are of some assistance in understanding the decision in Dagnall . In Meggot v Mills , 1 Ld Raym 286; 91 ER 1088, it was said that: '... though a man quits his trade, yet he may be a bankrupt for the debts that he owed before.' 29 In bankruptcy matters, Dagnall has been followed in Theophile v The Solicitor-General [1950] AC 186 at 201-203; In re Bird v Inland Revenue Commissioner [1962] 1 WLR 686 at 695-697 and In re a Debtor [1992] Ch 554. However, in Avondale Motors (Parts) Pty Ltd v Commissioner of Taxation [1971] HCA 17 ; (1971) 124 CLR 97 at 102-103, Gibbs J (as his Honour then was) doubted the applicability of the decision in Dagnall 'beyond the field of bankruptcy and into that of taxation law' , referring to the decision of Tryka Ltd v Newall (1963) 41 TC 146 where Wilberforce J (as his Lordship then was) said: 'I do not think I can accept the application of the bankruptcy cases here. It seems to me that the two fields are quite different. When one is considering the question whether for purposes of bankruptcy laws a person is carrying on business, it may be necessary to hold that he does not cease to carry on business when trading activity has ceased, and for that reason, the Courts have been ready to extend the Section so as to cover a case where he has left debts unpaid. But to apply the same line of thought to Income Tax cases would lead to very great difficulties and, indeed, would mean that almost every case which one finds in the books on such questions as cessation of business would have been complicated by the introduction of this question and might, indeed, have been otherwise decided.' 38 One might well say that the railway company was in a position similar to that of the applicant prior to 25 June 2001. It had an interest in an asset, which was being managed by another party, and derived income from such interest. However the change in the undertaking of the railway company effected by the 1906 agreement was quite different from that made to the applicant's position by the agreement of 25 June 2001. The railway company's capital continued to be tied up in the railway, and it continued to derive income from that source. In the present case the applicant terminated its investment in the joint venture and ceased to derive income from it. Although Lord Sumner's reference to Dagnall may suggest some support for the applicant's case, the reference hardly amounted to an endorsement of the decision, and his Lordship clearly decided the case on its own facts. The other Law Lords made no reference to Dagnall . The applicant also refers to decisions applying the Dagnall-Theophile line of authorities in the Australian Taxation Board of Review and in Canada where Bowman CJ said: 'It is, I believe, settled law that a business continues to be carried on so long as the obligations arising out of the business remain unfulfilled ... .' 39 The cases cited in Dagnall and the reasons of Wright J do not support that proposition, even in the bankruptcy context. The rule is rather that, under bankruptcy legislation then in force, trading debts were recoverable in bankruptcy after trading had ceased. In Australia two eminent judges have doubted the wisdom of applying that proposition in the tax context, and a third (Brennan J) appears to have had a similar view. In England another eminent judge has expressed similar reservations. The decision in South Behar Railway cannot be interpreted as an endorsement of the wider application of the decision in Dagnall . Only one member of the House of Lords referred to it, and in a qualified way. Decisions in the Australian Taxation Board of Review can hardly be set against the views of the judges to whom I have referred. The observation in the Canadian case is not persuasive. In the circumstances I decline to follow Dagnall for present purposes."
Case19873,cited,City Link Melbourne Ltd v Commissioner of Taxation (Cth) [2004] FCAFC 272 ; (2004) 141 FCR 69,"There is a large and in some respects not easily reconcilable body of case law on these questions: for a recent statement of some of the principles that are well settled, see City Link Melbourne Ltd v Commissioner of Taxation (Cth) [2004] FCAFC 272 ; (2004) 141 FCR 69 at [27] - [29] ; and, on appeal, Commissioner of Taxation (Cth) v Citylink Melbourne [2006] HCA 35 at [122] ff. It is unnecessary for present purposes for me to enter in significant detail upon the case law much of which is directed towards losses and outgoings in ""commercial"" activities having characters and purposes far removed from the present."
Case20954,discussed,"Tisand Pty Limited v The Owners of the Ship MV ""Cape Moreton"" (Ex Freya) [2005] FCAFC 68 ; (2005) 143 FCR 43","Tisand Pty Limited v The Owners of the Ship MV ""Cape Moreton"" (Ex Freya) [2005] FCAFC 68 ; (2005) 143 FCR 43 Ryan and Allsop JJ, particularly at 68-74 [100]-[122] engaged in a substantial and learned discussion of the importance of identifying persons with a proprietary interest as owner or demise charterer in arrest proceedings, albeit that they concentrated on the question of ownership. They said that in ss 17 , 18 and 19 of the Act, the phrase ""the owner"" was used in a proprietary sense, reflecting the clear purpose of the Act to require that the property proposed to be arrested belong to the relevant person: The ""Cape Moreton"" 143 FCR at 73 [118]. Here, that approach must be adapted to the special provisions of s 18 in relation to a demise charterer being the relevant person. At the time of the arrest of the ""APC Aussie 1"" , T-D was the relevant person, as the existing demise charterer. T-D was the contracting party with EMAS under the charter for her towage. But, at the present time T-D is not capable of being a relevant person in respect of the barge because the demise charter has been terminated and APC Marine, as owner, has retaken possession. T-D now has no proprietary interest in the barge, yet EMAS is seeking to extend the ambit of the security for which the arrest was obtained to a cause of action not previously contemplated in either the writ or the amended writ. If granted, the amendment would have the effect of greatly expanding the amount of security that EMAS could require for release of the "" APC Aussie 1 "" before its owner would be able to exercise its proprietary rights, even though the new claim involves no direct relationship between EMAS and APC Marine. There may be occasions (that were not suggested during the hearing) in which it is possible to argue that such an amendment could be appropriate. It is for that reason that I do not wish to express a final view on this question and instead have exercised my discretion to refuse the application to amend. The reality is that EMAS seeks to utilise the earlier arrest of the barge, to bring pressure on APC Marine well after EMAS became aware of the existence of APC Marine's Singaporean writ and in circumstances in which EMAS has delayed making the application to amend until after the intervening event of APC Marine's termination of its charterparty with T-D."
Case18088,referred to,Trawl Industries of Australia Pty Ltd (in liquidation) v Effem Foods Pty Limited (1992) 36 FCR 406,"Finance Limited v Commissioner of Taxation [2006] FCA 267 (21 March 2006) [ Home ] [ Databases ] [ WorldLII ] [ Search ] [ Feedback ] Federal Court of Australia You are here: &nbsp; AustLII &gt;&gt; Databases &gt;&gt; Federal Court of Australia &gt;&gt; 2006 &gt;&gt; [2006] FCA 267 [ Database Search ] [ Name Search ] [ Recent Decisions ] [ Noteup ] [ Download ] [ Help ] IEL Finance Limited v Commissioner of Taxation [2006] FCA 267 (21 March 2006) Last Updated: 22 March 2006 FEDERAL COURT OF AUSTRALIA IEL Finance Limited v Commissioner of Taxation [2006] FCA 267 INCOME TAX large corporate group inter-group transactions undertaken over six consecutive fiscal years transactions involving inter-group interest bearing borrowings principally by one group member and transfers of tax losses arising out of those borrowings to other group members prior primary and appellate claims by proceedings in Federal Court made by borrowing member against the Commissioner for interest deductibility in respect of one fiscal year decision at first instance and on appeal in relation to that fiscal year adverse to that single group member findings made in context of those proceedings as to assessability to tax of that group member in respect of some transactions for differing fiscal years after conclusion of single fiscal year further proceedings commenced by the same corporate group member together with other corporate group members in respect of transactions involving borrowings and transfers of tax losses in respect of antecedent as well as subsequent fiscal years to that resolved by Federal Court in favour of Commissioner whether issue estoppel, Anshun estoppel and/or abuse of process should operate in favour of Commissioner in respect of deductions for losses of antecedent and subsequent fiscal years meaning of privies authority in Australian Courts of earlier decisions of Privy Council and House of Lords summary judgment application of Commissioner granted Income Tax Assessment Act 1936 (Cth) ss 51(1), 79E and 80G and Part VII Tax Administration Act 1953 (Cth) Part IVC Federal Court Rules O 20 r 2 subrule 2(1)(b) and (c) and Order 52B Spassked Pty Ltd v Commissioner of Taxation (No. 5) (2003) 197 ALR 553 cited and applied Spassked Pty Ltd v Commissioner of Taxation [2003] FCAFC 282 ; (2003) 136 FCR 441 cited and applied General Steel Industries Inc v Commissioner for Railways (NSW) [1964] HCA 69 ; (1964) 112 CLR 125 applied Dey v Victorian Railways Commissioners [1949] HCA 1 ; (1948-1949) 78 CLR 62 applied Jackson v Goldsmith [1950] HCA 22 ; (1950) 81 CLR 446 referred to Effem Foods Pty Ltd v Trawl Industries of Australia Pty Limited (1993) 43 FCR 510 referred to Blair v Curran [1939] HCA 23 ; (1939) 62 CLR 464 applied Rogers v The Queen [1994] HCA 42 ; (1994) 181 CLR 251 referred to Trawl Industries of Australia Pty Ltd (in liquidation) v Effem Foods Pty Limited (1992) 36 FCR 406 referred to Spalla v St George Motor Finance Ltd (No 6) [2004] FCA 1699 applied Walton v Gardiner [1992] HCA 12 ; (1993) 177 CLR 378 applied Sea Culture International Pty Ltd v Scoles [1991] 32 FCR 275 referred to Hoysted v Federal Commissioner of Taxation [1921] HCA 56 ; (1921) 29 CLR 537 discussed Hoysted v Federal Commissioner of Taxation [1925] HCA 51 ; [1926] AC 155; (1925) 37 CLR 290 discussed Henderson v Henderson (1843) 3 Ha 100 discussed Murphy v Abi-Saab (1995) 37 NSWLR 280 applied Johnson v Gore Wood &amp; Co [2000] UKHL 65 ; [2002] 2 AC 1 cited Port of Melbourne Authority v Anshun Pty Limited [1981] HCA 45 ; (1981) 147 CLR 589 applied Taylor v Ansett Transport Industries Limited [1987] 18 FCR 342 cited Mohamed Falil Abdul Caffoor, The Trustees of the Abdul Gaffoor Trust v Commissioner of Income Tax Colombo [1961] AC 584 discussed and distinguished Broken Hill Proprietary Company Limited v The Municipal Council of Broken Hill [1925] HCA 44 ; (1925) 37 CLR 284 discussed and distinguished The Council of the Municipality of Broken Hill v The Broken Hill Proprietary Company [1922] HCA 15 ; (1922) 30 CLR 400 discussed and distinguished Chamberlain v Deputy Commissioner of Taxation [1988] HCA 21 ; (1987-1988) 164 CLR 502 discussed Chamberlain v Commissioner of Taxation (1991) 21 FCR 21 cited Federal Commissioner v Wade [1951] HCA 66 ; (1951) 84 CLR 105 referred to Society of Medical Officer of Health v Hope [1960] AC 551 discussed and distinguished Federal Commissioner of Taxation v A.N.Z. Savings Bank Ltd [1994] HCA 58 ; (1994) 181 CLR 466 referred to Falk v Haugh [1935] HCA 35 ; (1935) 53 CLR 163 cited and discussed Viro v The Queen [1978] HCA 9 ; (1978) 141 CLR 88 referred to Orica Ltd v Federal Commissioner of Taxation (2001) 182 ALR 77 not followed Queensland Trustees Limited v Commissioner of Stamp Duties [1956] HCA 75 ; (1956) 96 CLR 131 applied Commissioner of Taxation v Dulux Holdings Pty Ltd [2001] FCA 1344 ; (2001) 113 FCR 436 referred to re Sharpe (1944) QSR 26 referred to Cook v Cook [1986] HCA 73 ; (1986) 162 CLR 376 cited and discussed Skelton v Collins [1966] HCA 14 ; (1966) 115 CLR 94 referred to Hawkins v Clayton (1986) 5 NSWLR 109 referred to Federal Commissioner of Taxation v Cappid Pty Ltd [1970] HCA 41 ; (1970) 127 CLR 140 distinguished Saffron v Federal Commissioner of Taxation (1981) 30 FCR 578 discussed and distinguished Arthur JS Hall &amp; Co v Simons [2000] UKHL 38 ; [2002] 1 AC 615 discussed R v O'Halloran [2000] NSWCCA 528 ; (2000) 36 ACSR 315 discussed IEL FINANCE LIMITED, QUEENSLAND TRADING AND HOLDING COMPANY LIMITED AND SPASSKED PTY LIMITED v COMMISSIONER OF TAXATION NSD 539 OF 2004 NSD 543 OF 2004 NSD 540 OF 2004 NSD 94 OF 2005 CONTI J 21 MARCH 2006 SYDNEY IN THE FEDERAL COURT OF AUSTRALIA NEW SOUTH WALES DISTRICT REGISTRY NSD 539 OF 2004 NSD 543 OF 2004 NSD 540 OF 2004 NSD 94 OF 2005 BETWEEN: IEL FINANCE LIMITED, QUEENSLAND TRADING &amp; HOLDING COMPANY LIMITED AND SPASSKED PTY LIMITED APPLICANTS AND: COMMISSIONER OF TAXATION RESPONDENT JUDGE: CONTI J DATE OF ORDER: 21 MARCH 2006 WHERE MADE: SYDNEY THE COURT ORDERS THAT: 1. The respondent Commissioner lodge with the Court and with the taxpayer applicants draft declarations and/or orders giving effect to the reasons for judgment within fourteen days, including orders as to costs. 29 Attention was further drawn by both parties to Rogers v The Queen [1994] HCA 42 ; (1994) 181 CLR 251 at 261, where Brennan J observed that: 'Although merger provides a distinction between res judicata and issue estoppel, both doctrines bind the parties and their privies to accept a final judicial decision of a question between the parties as correct'. The juridical notion of 'privies', or more perhaps precisely, privity in interest, was examined in Effem at first instance by Gummow J ( Trawl Industries of Australia Pty Limited (in liquidation) v Effem Foods Pty Limited (1992) 36 FCR 406). At 413-414, his Honour made the threshold observation that ' ... the doctrine of privity in interest... operates in the same way upon the doctrines of cause of action estoppel and issue estoppel... [t]he basic requirement of a privy in interest [being] that the privy must claim ""under or through"" the person to whom he is said to be a privy... [t[he necessary identity in interest may arise from a successive relationship in a temporal sense..., when finding the necessary privity, in a succussive or mutual relationship, the courts have looked to legal rather than economic indicia as the criterion of operation of the privity doctrine '. One example to which his Honour referred (at 414) was of holders of successive interests in the same fund, notwithstanding that they had become members of the fund subsequent to dismissal of proceedings brought by other beneficiaries. His Honour found that the applicant for relief in Effem ' ... was not claiming under or in virtue of any legal right of the other applicants in the present proceedings '. The taxpayer applicants' contended that there was an absence of satisfaction in the circumstances of this case of the requirement of privity of interest in relation to the respective claims of IEF and QTH on the one hand and that of Spassked on the other, implicitly notwithstanding that each was a wholly owned subsidiary of IEL, and moreover traced their ultimate corporate membership to the Adsteam Group. In any event, the taxpayer applicants contended in written submissions in reply as 'not disputed' that '[i]f Spassked and IEL are not estopped from pursuing appeals in other years that their privies cannot be estopped', but whether the converse of that proposition is true may be another matter, depending upon the scope of the doctrinal notions of privy and privity of interest."
Case7066,applied,Dornan v Riordan (1990) 24 FCR 564,It is well established that this provision is not breached by a failure to deal with every argument that has been raised or with every possibility. It is enough that the findings and reasons deal with the substantial issues upon which the decision turned and that they do so in a way which clearly exposes the reasoning process: Dornan v Riordan (1990) 24 FCR 564 at 567-568; Hawkins v Comcare [2001] FCA 726 ; (2001) 115 FCR 127 at [60] .
Case7279,applied,Roskell v Snelgrove [2008] FCA 427,"to the first limb, it is to be noted that s 52(4) and (5) of the Bankruptcy Act 1966 (Cth) provide as follows: (4) A creditor's petition lapses at the expiration of: (a) subject to paragraph (b), the period of 12 months commencing on the date of presentation of the petition; or (b) if the Court makes an order under subsection (5) in relation to the petition &#8212; the period fixed by the order; unless, before the expiration of whichever of those periods is applicable, a sequestration order is made on the petition or the petition is dismissed or withdrawn. (5) The Court may, at any time before the expiration of the period of 12 months commencing on the date of presentation of a creditor's petition, if it considers it just and equitable to do so, upon such terms and conditions as it thinks fit, order that the period at the expiration of which the petition will lapse be such period, being a period exceeding 12 months and not exceeding 24 months, commencing on the date of presentation of the petition as is specified in the order. Order 35 r 7(3) of the Federal Court Rules provides as follows: A clerical mistake in a judgment or order, or an error arising in a judgment order from an accidental slip or omission, may at any time be corrected by the Court. Rule 1.05 of the Federal Magistrates Court Rules 2001 (Cth), it may be noted, provides that the Federal Magistrates Court may apply the Federal Court Rules where, in a particular case, the 2001 Rules are "" insufficient or inappropriate "". By reason of the terms of Rule 1.05 of the Federal Magistrates Court Rules , no question arises as to a Federal Magistrate not being clothed with authority to invoke O 35 r 7: Roskell v Snelgrove [2008] FCA 427 at [37] to [41] [2008] FCA 427 ; , 246 ALR 175 at 181 to 182 per Lindgren J. Section 52(5), it has been observed, is in some ways comparable to the statutory requirement that a company be wound up within six months of an application being made. And in Elyard Corporation Pty Ltd v DDB Needham Sydney Pty Ltd (1995) 61 FCR 385 consideration was given to whether that statutory requirement displaced the "" slip rule "". That decision has since been applied in the context of bankruptcy proceedings in Griffiths v Boral Resources (Qld) Pty Ltd [2006] FCAFC 149 , 154 FCR 554. Spender ACJ, Dowsett and Collier JJ there observed as follows: [29] The decision of the Full Court in Re Young; ex parte Smith (1985) 5 FCR 204 establishes that there can be no extension pursuant to s 52 of the Bankruptcy Act once the petition has lapsed. However the Court (of which Lockhart J was a member) considered that there was no question of applying the slip rule in that case (at 209). In Elyard the Court addressed the slip rule, but in the context of winding up rather than bankruptcy. Although s 52 of the Bankruptcy Act serves substantially the same purpose as s 459R of the Corporations Act , there are potentially significant differences between the two sections. [30] With all respect, we are a little uncomfortable with the view, inherent in Elyard , that the slip rule may be used to extend time notwithstanding the statutory requirement that such order be made within a period of time which has elapsed. However Elyard concerns the practice of the Court and has now stood for over ten years without legislative intervention. We are reluctant to reconsider it. Although it does not directly bind us in applying s 52 of the Bankruptcy Act , to take a different approach would cause substantial confusion in insolvency practice. [31] We wish to stress, however, the importance of the policy, evidenced in both the Corporations Act and the Bankruptcy Act , that insolvency proceedings be speedily resolved, presumably for commercial reasons and for reasons of fairness. Courts exercising jurisdiction in insolvency must recognise this policy by giving priority to the hearing and determination of such matters. The parties and their legal advisers, particularly those advising petitioning creditors, must be aware of the potential problem. The decision in Elyard should not be taken as establishing an unlimited power to avoid this statutory policy. As also noted by their Honours, the question as to whether there was any "" error "" which attracted the power to invoke the "" slip rule "" is a question of fact: [2006] FCAFC 149 at [68] . With respect, the same reservation is also expressed as to ability to correct an "" error "" pursuant to O 35 r 7 by extending the duration of a petition in the face of the express statutory terms of s 52(5). Notwithstanding that reservation, it is the case that other authorities have endorsed the existence of a power to extend time after the initial 12 month period has expired and where there has been an accidental slip or omission in failing to make an application within the time prescribed by s 52(5): Matthews v Collett [2000] FCA 224 ; Bankstown Grammar School Ltd v Park [2000] FCA 1205 ; Roskell v Snelgrove [2008] FCA 427 , 246 ALR 175 ; Boumelhem v Commonwealth Bank of Australia [2008] FCA 1568 , 171 FCR 462."
Case24670,referred to,Branir Pty Ltd v Owston Nominees (No 2) Pty Limited [2001] FCA 1833 ; (2001) 117 FCR 424 ,"Without departing from the principles stated by the High Court in Coulton v Holcombe [1986] HCA 33 ; (1986) 162 CLR 1, and by a Full Court in Branir Pty Ltd v Owston Nominees (No 2) Pty Limited [2001] FCA 1833 ; (2001) 117 FCR 424, a Full Court in VUAX v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 158 commented on the practice of raising arguments for the first time on appeals in migration matters."
Case19797,cited,TNT Australia Pty Ltd v Fels (1992) ATPR 41-190,"That is not to say that discovery is unavailable in judicial review. Whether discovery is ordered in a particular case ""depends upon the nature of the case and the stage of the proceedings at which the discovery is sought"": WA Pines Pty Ltd v Bannerman [1980] FCA 79 ; (1980) 30 ALR 559 at 567. The fact that an applicant can obtain a statement of reasons under s 13 of the ADJR Act is not determinative of whether discovery should be ordered. There are numerous instances of judicial review proceedings in which discovery has been ordered in this Court or where the jurisdiction to do so has been accepted: WA Pines Pty Ltd v Bannerman; Commissioner of Taxation v Nestle Australia Ltd [1986] FCA 368 ; (1986) 12 FCR 257 ; TNT Australia Pty Ltd v Fels (1992) ATPR 41-190 per Gummow J; and Australian Securities Commission v Somerville (1994) 51 FCR 38 and Canwest Global Communications Corp v Australian Broadcasting Authority (Hill J, 16 June 1997, unreported). See also Re Federal Commissioner of Taxation, Ex parte Swiss Aluminium Australia Ltd (1987) 72 ALR 247."
Case80,cited,Project Blue Sky Inc v Australian Broadcasting Authority [1998] HCA 28 ; (1998) 194 CLR 355,"I should indicate that even if I came to the conclusion that there was a failure to adhere to a requirement of consultation with a local Aboriginal community prior to suspension or removal, I would not consider that such failure would vitiate the decision to remove or suspend. I readily accept that the Act has given express and considerable prominence to the role of the local Aboriginal communities, and that the Act envisages that consultation with such communities be undertaken in defined circumstances. However, I must look at the power here being exercised, which is not one of appointment, but of suspension and removal. Such powers may need to be exercised in a variety of circumstances, without there necessarily being any relevance in seeking the views of local Aboriginal communities, such as for instance if a particular inspector was considered no longer to be a fit and proper person. I do not accept that the input of the local Aboriginal community is of the same significance in circumstances of suspension or removal, or that consultation would be regarded as an essential or mandatory requirement to effect a suspension or removal. If necessary to decide, I would take the view that if there was a requirement of consultation with a local Aboriginal community prior to suspension or removal, breach of that requirement would not lead to the invalidity of such a suspension or removal: see generally Project Blue Sky Inc v Australian Broadcasting Authority [1998] HCA 28 ; (1998) 194 CLR 355 at 388-391; and Bond v WorkCover Corporation (SA) (2005) 93 SASR 315 at 331-336."
Case523,followed,Re Vicini; Ex parte E A Sealey &amp; Co (1982) 64 FLR 323,"Consistent with the legislative objective sought to be achieved by s 40(1)(g) , it has been held that the phrase "" could not have been set up "" refers to a "" cross-claim, set-off or cross demand "" which could not have been set up as a matter of law; a mere failure to take advantage of an opportunity to do so does not fall within s 40(1)(g): Re Vicini; Ex parte E A Sealey &amp; Co (1982) 64 FLR 323. Fisher J there usefully summarised as follows some of the relevant authorities (at 326): The relevant words of the Act were considered by Lockhart J in Re Brink; Ex parte The Commercial Banking Company of Sydney Ltd. (1980) 44 FLR 135, at p 139, when he said: ""The words 'that he could not have set up in the action or proceeding in which the judgment or order was obtained' mean 'which he could not by law set up in the action': see Re Jocumsen (1929) 1 ABC 82 , at p 85; Re A Debtor [1914] 3 KB 726, at p 730 per Avory J.; Re Stockvis (1934) 7 ABC 53 , at p 57, especially per Lukin J where his Honour said: 'I take as a counterclaim, set off or cross demand which could not be set up as one which, from point of time, or from its nature, or from absence of empowering provisions, or from positive inhibition so to do, could not be set up in the particular case in which judgment was obtained ... . Mere failure to take advantage of the opportunity can hardly be said to be inability.'"" In Re A Debtor the circumstances were that, at the time of judgment, the debtor was not the assignee of a debt, which debt he in answer to the bankruptcy notice relied upon as constituting a counterclaim which he could not have set up in the proceedings. Thus at the time of judgment he could not have as a matter of law set up the counterclaim. It was nothing to the point that he might have earlier taken an assignment. At p 730 Avory J said: ""I think that upon the true interpretation of the section a debtor is entitled to set up in answer to a bankruptcy notice a counter-claim which rebus sic stantibus he could not in law have set up in the action in which the judgment was obtained, even though he could, if he had chosen, have taken steps which would have rendered the counter-claim available to him in the action. ""I think it means a counter-claim which as things then stood the debtor could not set up in the action."" The judgment debtor was there asserting that, despite his best endeavours, he could not obtain "" factual and expert evidence "" to establish his counterclaim. That was not sufficient to bring himself within s 40(1)(g). Fisher J concluded (at 326): In my opinion these statements of principle... determine the matter against the debtor. There was no reason in law why he could not set up his counterclaim in the creditor's proceedings. ... See also: Re Jocumsen (1929) 1 ABC 82 at 85 per Henchman J; Clark v UDC Finance Ltd [1985] 2 NZLR 636 at 639 40."
Case6614,cited,Lighting Sciences Australasia Pty Ltd v Southgate (1997) 15 ACLC 632,
Case5176,followed,Australian Broadcasting Corporation v Lenah Game Meats Pty Ltd [2001] HCA 63 ; (2001) 208 CLR 199,"High Court made it abundantly clear in Australian Broadcasting Corporation v Lenah Game Meats Pty Ltd [2001] HCA 63 ; (2001) 208 CLR 199 that before an interlocutory injunction can be granted it is necessary to identify a substantive right which is to be determined at the trial and in respect of which final relief is sought. An interlocutory injunction, according to equitable principles, cannot be granted simply to preserve the status quo if no right is sought to be vindicated by final relief: see Australian Broadcasting Corporation v Lenah Game Meats Pty Ltd (supra) at 218 per Gleeson CJ. However, two of the judges in the majority in Lenah Game Meats made it clear that they were not concerned with ""some special statutory jurisdiction"" (per Gleeson CJ at 217; see also Gaudron J at 232) to grant injunctive relief."
