Title,Review Text,Division Name,Department Name,Class Name
Color ruins easily,"I bought a pair of these a month ago and first time i washed them they came out with light spots all down the leg. i figured i did something wrong so i bought another pair in the same color and one in sage. just washed both pairs according to care instructions (no spills, stain remover, or anything but detergent) and both came out with light spots all down the leg. very sad to have wasted all that money.",General,Bottoms,Pants
Easy machine washable dress,"I really try to avoid hand washing so i immediately checked the label when i found this dress in-store. and despite the fact that retailer lists this as hand wash online, the label says machine wash. (it also says lay flat to dry.) so i was happy about that. i tried this in xs regular (first photo with camisole) which was too low-cut and then ordered the xspetite in the second photo (i'm a 34aa, ~105 lbs.) which was better; higher v-neck mainly and shorter length, although i could've gone with eit",General Petite,Intimate,Lounge
Runs large and zipper sticks,"Looks beautiful online but has too much material and the zipper catches on the lace. also runs very large, i am normally a small but would need and xs in this dress",General Petite,Dresses,Dresses
Wanted to love it,"I saw this dress in the store months ago and never forgot it, so when i saw it on sale i nabbed it online. so sad to see how this dress fits: just right up top, just right along the hem, and then it's a hot, potato-sack-frump mess in the middle. it's a shame because the fabric is beautiful.",General,Dresses,Dresses
Fun t-shirt with distressed gold dots,"I love this top because the gold dots add a bit of bling to your otherwise average slouchy t-shirt. i didn't notice that the dots are actually 'distressed' until i got the shirt and then looked closer at the online pictures. worry not, they are supposed to be that way and do not peel off. the sizing is a bit odd but i assumed that it corresponded to xs,s,m,l so i ordered my usual xs (0) size and it worked out just right. i'm giving this shirt an overall of 4 stars instead of 5 because this shirt",General Petite,Tops,Knits
I'd rather pay property taxes than buy this one!,"Disappointment city with this one and i am so lucky i had a coupon because if i would have paid the full $128 they are asking, i would be a tad skewed. not just thin material but thin and cheap feeling. doesn't itch but i seriously expected a lot more from retailer. i have noted the name of the designer and have promised myself to never buy this label again. big loser.",General,Tops,Fine gauge
Like it .. but not for me,"Think price convinced me to put this in my bag ... the oops of on line shopping i guess. the strip and 'stitch' like snowflake is just not me. a little too ""cutesy' for me. if strip alone might have kept .. but this is just too much, not my style .. back it goes.",General Petite,Tops,Knits
Pretty,This blouse if very pretty and feminine. i agree with the other reviews that said it emphasizes the size of your hips. i don't have any so it was great for me!,General,Tops,Fine gauge
Just a few things off,"I thought this dress looked really cute and many people gave it great reviews. for me, there were a few key things off for it to work. i thought the material was soft, although not thick as you might expect with a turtleneck style dress. i ordered a small and the top fit ok, the arms were a little tight. then the larger problem was the body, it hides everything which is great but the way it fell and just sort of hung there, it didn't do anything for my figure and was not flattering around the wa",General,Dresses,Dresses
Not satisfied,"Not great quality, runs a bit lose, disproportionate (too large in neck and arms area)",General Petite,Tops,Knits
Not at all like picture,"This dress is a potato sack! from the picture i thought it was going to be a cute drop waist dress but the tailoring is so weird!! and it's huge on me, so maybe it would be better if i sized down but again based on the tailoring i think not. also the fabric is strange, not at all what i expected. i'm so sad :( i was really excited about this dress.",General,Dresses,Dresses
Where is the slip!?,"Was excited to receive this dress as i got it at a great price on sale. the colors are great and it fits pretty good, but it came without a slip!!  so disappointing to not receive the entire dress!!  hence the 2 stars. may send it back for this reason.",General Petite,Dresses,Dresses
Alas not as good as it looks,"The suit is lovely, but it is very long in the torso and gaps at the leg. i was told that it runs small and to size up to a 10. i did, but i do not think the smaller one would have done better. the bust is fake and it turns out when untied. worst of all it emphasizes the tummy. all in all not a good look for me. i am not heavy but i do need tummy support. normally i wear an 8 and in garnet hill a 6. sorry but it went back. i really wanted to like it.",Initmates,Intimate,Swim
"Beautiful sweater, but...","I love this sweater, so why a lower rating? while i love the material and the color, it lost all of its shape before i even left the house! i am a size 6 / small and it looked clownish on me before i ever got to my dinner party.  i plan to wash it this evening and i really hope that this brings it back to its original shape and keeps it.",General,Tops,Fine gauge
Another example of retailer quality going downhill..,These pants look nice and are comfortable but the quality of the fabric is terrible! i should not be surprised because i bought another pair of pants by this same label at antro earlier this year and they did not hold up at all either. but i thought i'd give it another shot. never again! i'm on my 5th wear and the crotch and inner thighs have worn away completely...i mean huge holes in the fabric where it's just disintegrated. even at extra % off the sale price it's not worth it. the full price,General Petite,Bottoms,Pants
So sad,"I love the colors. however, $200 is a lot to pay for a small piece of fabric , no lining what so ever. the fabric is very thin. you will need a slip. looks just like a cover-up. going back.",General,Dresses,Dresses
Not what i was expecting...,"I was expecting a tee shirt, but the material is more of light sweater knit. in the end it wasn't the fabric that was the deal breaker...it was the fit. in my regular size it is too wide and boxy through the body. i also felt like the arms are too big as well. it's going back and i am not going to bother ordering it in a smaller size. it's a shame because the embroidery really is lovely.",General Petite,Tops,Knits
Disappointed in the fit,"I ordered this dress in a xs petite. i am 5'0"" 105 lbs. the plaid looks more drab in person and the fit was very frumpy. the wrap style is typically flattering but on this dress, the dress tied above my natural waist and the fit made my hips appear larger. i was pretty disappointed in this little number and will be sending it back. it might work on taller people, like the model, but i would steer clear if you are a petite.",General,Dresses,Dresses
Yuck,"The dress is not the beautiful color in the picture...it is a very yellowish cream. the fabric is thick and does not
hang pretty. very disappointed. had to return it.",General,Dresses,Dresses
Disappointed,"I had been eyeing this coat for a few weeks after it appeared in the email, and i finally decided to purchase it to treat myself. i was very excited to get it, as it is a beautiful coat online. however, once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168, and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well. 

perso",General,Jackets,Outerwear
Horrible fit,"This shirt looked cute until i tried it on... worst fit ever. im thin, and this style of top is usually quite flattering, but this one missed the mark big time.",General,Tops,Knits
Neck too wide,"I wanted to love this. i have been looking for a poncho-type sweater for our cold midwestern winters. the cream colored one that i really wanted sold out instantly and i missed the window for the xxsp. i ordered this in the xs/sp (smallest size available). i am 5'1"" and 108 lbs with small shoulders. the neck opening is huge. my collar bones and a seciton of my upper back were exposed. this would not keep me warm due to so much exposed skin on my neck, back, and shoulders. i suppose i could get a",General Petite,Tops,Sweaters
Warm and attractive but too tight/narrow and short,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Initmates,Intimate,Legwear
"Not loving the extra stretchy fabric, part 2","Long-time ag jeans fan. lately though, i'm finding the material is much too stretchy. i wanted a good pair of jeans. if i wanted pajama jeans, i would've ordered them. i found the same thing with the prima jeans i ordered (same review there).
so back both pairs went. 
it's a shame because the color was as pictured and just what i wanted. if only they had been made out of actual jeans material.",General,Bottoms,Jeans
"Stiff, thin, unflattering","I was hoping that this would be a nice neutral layering staple but it simply leaves a lot to be desired. it fits tts, length is fine...the inside is some, but the outside darker material is stiff and cheap (kinda canvas feeling?). the material is super stiff which makes it flare out like like a tent in a super unflattering way. it also is on the thinnish side - it looks in the model shot like it would be a little thicker and warm. this is definitely going back.",General Petite,Jackets,Jackets
Great dress!,Super easy and cute. i received lots of compliments!,General,Dresses,Dresses
Square,"Short and wide. the color and print are so pretty, but the shape isn't flattering, at least not to me. might work better on a teen?",General,Dresses,Dresses
Not for me,"The mustard colour was much stronger than it seems in the picture and it wasn't pretty on me. plus the sleeves were very wide so that makes this not good for petite frames in my opinion. it does run big - i ordered m (and i usually take m or even l in retailer clothes), but i could have tried a s to make it less boxy. too bad though, because it's a pretty shirt and different.",General,Tops,Blouses
Not for me ... maybe for another,"The high neck and ""square-ness"" did not work for me .. but might for someone else.",General Petite,Tops,Fine gauge
If only it fit!,"I usually follow the boho look, and this dress appealed to me immediately and it was in the color i wanted black. so excited to receive this as i knew i could wear it both as a dress and a tunic but that was not to be.
the outfit consists of 2 elements: a tight fitting slip that fits awkwardly and does not give enough room in the bust nor waist areas, and an overlay dress that is really quite pretty. but it too was too tight across the bust area which made the entire upper torso ill fitting.
i n",General,Dresses,Dresses
Poor patterning yet super fit,"The navy blue lines on my dress on the very top of the interior layer can be seen through the upper layer at the very top and it looks cheap. for this price, i would expect more thoughtful patterning. the fit is amazing, so i am debating whether i should keep or return.",General,Dresses,Dresses
Color transfers to other clothes!,"I really loved this vest online and decided to try it on in store. it was really cute on and fit nicely so i purchased it (in my normal size) and took it on a vacation. first time wearing it and the color transferred all over my white shirt even though it says it is pre-washed. i am very disappointed considering how expensive this was. overall, it is very cute but it may ruin your clothes so beware!",General Petite,Jackets,Jackets
Cute and sweet,Ordered my regular size s early this week and was thrilled to receive them yesterday. they fit just as expected and are quite comfortable. i would definitely recommend them as a nice alternative to pajamas or even as a slip.,Initmates,Intimate,Sleep
Lovely option if you are petite,"This wash is so beautiful but i found the rise too long for me. so happy i found them in 24p here on the site. they are wonderful but i'd like to caution with respect to proportions:

i have long legs (for a petite, ha!) and a petite upper body. these jeans almost entirely differ with respect to length. so id say if the your torso is fairly true to a regular fit, and your legs are shorter, you totally save on hemming the regular fit jeans. like another reviewe noted, hemming will reduce the fl",General,Bottoms,Jeans
More blue than grey and way too big,"Sometimes i order things online that i can hardly wait to arrive, and then once they do, i wonder if i made a mistake when ordering it. this is one of those times, and it was not my mistake. the shirt i received is not like this one. it is an xs, but it is quite large falling inches below where this one hits on the model. everyone i have shown the shirt to says that it is a denim blue color, not grey at all. it is a pretty color, but not what i thought i was ordering. i hate it when this happens",General,Tops,Blouses
A formal yoga pant,"The other reviews seemed promising and so i ordered these in a 10 petite. i am 5'4"" and the length was still long and would either need to be worn with a heel or altered. the length was not what made me send them back though. the quality is very very nice and the fabric thick, stretchy and well made. however, the body hugging fit and flare make these look exactly like a yoga pant but made from nice material. if i were a bit more confident to wear these outside of the gym then they would be great",General,Bottoms,Pants
Better in person,I feel in love when i tried it on! i'm 5'2 an usually have to hem long dresses - but this on fits perfectly. it's full length on me -it's shorter on the model but i think it looks better full length. and it's a gorgeous burgundy. soft and comfortable. can't wait to wear it!,General Petite,Dresses,Dresses
Shirtdress,I ordered the large since the med wasn't available and it didn't complement my figure because it was too loose all over. i like the design detail with off-center buttons and the fabric is a nice quality.,General,Dresses,Dresses
Great maxi!,This is a great dress for summer and very flattering!  i am 5'4 and could have pulled off the regular length but chose to go with the petite so that i could wear flats.,General,Dresses,Dresses
Awkward sleeves,"I loved the way this top looked in stock photos. the colors are bright and cheery and it's a great transition piece. but the way the sleeves are cut almost makes them feel like water wings (if that makes sense)? they are stiff and wide and awkward. i've worn this a few times, hoping maybe the sleeves would relax down. they haven't. maybe it will look okay under a blazer for the office or something.",General,Tops,Blouses
Cute dress,"Love this dress.  i like that it is somewhat form fitting but also has a nice swing to it.  green color is nice for summer.
bought a similar maeve dress last year and it was all cotton like and soft, this one has a soft top but a different material on the bottom.  a little scratchy and crinkly.  wish the entire thing was as soft as the top",General Petite,Dresses,Dresses
Love it but it's itchy!,"This shirt aesthetically is very pleasing. i love the overall design and colors. however, when i tried it on i was immediately itchy! the material is not soft like a cozy sweater ought to be. in addition, though i ordered a size medium, it fit very large - almost too oversized. the sleeves were extremely long on me and the overall body was too big. it's too bad, i really loved the look but i'm not the type to layer. if you are, go for it, but get a size smaller than you normally would!",General,Tops,Sweaters
Poor quality,"Very disappointed. ordered two sizes, the fraying of the embroidery was so bad on one of the dresses i wouldn't have worn it and the zipper was sticking. the second dress had fraying and loose threads as well and the seams at the shoulders were not properly sewn which made the lace at the neckline completely crooked. some of these issues would maybe be acceptable if the dress was under $100 but at $228 they are not. returning both sizes.",General,Dresses,Dresses
Long in front {short in back},It's the inverted invert ... not so obvious at first but then it shrunk and was harder to ingnore.,General,Tops,Knits
Disappointing quality,"The design/shape of the dress are quite flattering, flirty and feminine. but.... there is no way that the dress i received is new. the color is a faded washed out red and there are black stains all over the belt area. there is no tag... the fabric looks droopy and laundered and is not crisp, stiff or new. i am very disappointed by the quality of the item that i received. undoubtedly this one is going back.

dear retailer - please make sure that you do not send pre-owend clothing articles to",General,Dresses,Dresses
Sad sack,"Well...this is ""on me"" as i saw this hanging in the store, but way off on my size which is xxs petite.

i looked too quickly and got a nice sa to order it for me.

both pieces are transparent - no opaque lining at all is inside. both pieces are made of fragile clingy materials. there is no ""flow,"" just cling. the size is much too big so the resulting look is of two bad pieces hanging oddly without any real shape.

this may be the first time i really just not recommend a piece - at all. bes",General,Dresses,Dresses
Craftsmanship,"I so wanted to love this dress. i bought it in a size 4 and in both petite and regular, as i'm kind of in between and have a long torso and short legs. anyway, i'm 5'5"" tall and 130 lbs. the regular fit my torso well, and length not was too bad. with heals it might have worked without hemming. here is where it all fell apart. while understand that only really expensive designer clothing can afford to seam a pattern perfectly, i felt that the dot seam in the front of the dress was in a bad place.",General Petite,Dresses,Dresses
Boxy,"Loved this top online but when i tried it on it was shorter than expected so only fitting for high waisted bottoms and much more boxy than it appeared online. i wish to high heaven that this top came in a more ""normal"" cut. hip length and slimming, the fabric and collar are beautiful!",General,Tops,Fine gauge
Small through shoulders,"I am 5 8"", 130 and i usually wear a 4 in tops like this from retailer but the fit of this one was not good for me. though the styling and details of the top are lovely, it was small through the shoulders and very large everywhere else. looked too much like maternity. i love the shape of this kind of top but to be flattering it actually needs to be fitted through the bust and upper body and then flare in the right places and this was pretty boxy all around. too bad - so cute!",General,Tops,Blouses
Love this sweater!,This is way cuter in person than on model. it is a super soft and fluffy sweater. the colors are so pretty and feminine. i received it as a christmas gift and have already worn it twice. it's perfect with skinny jeans and ugg boots. i vary between xs and small in retailer sweaters. this is a bit boxy so i sized down with the xs and it fits perfect!,Initmates,Intimate,Sleep
Love this sweater; no need to dry clean,"I love this sweater. i purchased it in the red/berry color. it is so incredibly soft and cozy and the fit is fantastic! it hugs my curves in all the right places! i purchased it without even looking at the care instructions. but, after reading a couple of reviews here, i opted to wash on delicate and line dry. it came out perfectly!",General Petite,Tops,Knits
On the fence,"The stylist had me try this top on off the shoulders, but that was kind of snug, perhaps why it didn't fit right, it is not off the shoulders on this picture. the cut is loose, so it looked big on me, but going smaller would not have worked the way i had it on... may give it another try on. xs was big, so would need to try the xxs next time. but off the shoulders looked nice on the lady who was smaller built next to me!

colors are nice, light, but appropriate for fall (or summer!) light fabri",General,Tops,Blouses
Boxy,"This sweater was unflattering me, very boxy and did not fall on me like the model. soft fabric and looks nice off, however this one went back.",General,Tops,Sweaters
Sleeves are a dealbreaker,"This is literally the most unflattering thing i have ever tried on from retailer. the sleeves are so weird and ugly. they get really fat at the top, like a dolman sleeve, but it looks really strange because they don?t flow into the rest of the top, which is very structured. it made my shoulders look huge even though i have very narrow shoulders. this is not apparent in the model picture at all. the thick black seams at the shoulders are also placed in a really awkward spot which also contri",General,Tops,Knits
Pricey for what it is,The front and back materials differ. the back of the shirt is soft and thin. the front embroidery is stiff but i imagine it will soften after a wash. pretty shirt though.,General Petite,Tops,Knits
Really wanted to like it,Looks great on the photo and from previous reviews i decided to give it a try. the material seems cheap and stiff. would not fit my frame well.,General,Tops,Blouses
Just what i expected!,I was looking for some comfortable but still stylish shorts for the weekend. these hit the mark!,General,Bottoms,Shorts
Wanted to love but...,"I ordered this top online and was hoping to love it, however it didn't fit me properly...the arm holes were much too large (i'm typically an xs or small) i ordered the small and based on this fit i don't think the extra small would've fit either :( also i thought the material seemed very delicate and somewhat thin....and with 3 kids always hanging on me i don't think this top would last very long...",General Petite,Tops,Knits
Not quite what i expected...,"I had read a few reviews on this shirt before ordering that said it ran small and was shorter than it looks. i thought it was worth finding out because i really liked how this shirt looks in the pictures on the store site. unfortunately, when i got it in the mail and opened it up i found out that all the earlier review were right.

it is much shorter than the dimensions implied in the pictures of the model. i was expecting a tunic style shirt that could be worn over leggings or skinny jeans th",General,Tops,Knits
Not flattering,"The picture makes the pants appear flattering and comfortable. but they are not flattering at all. they seemed much bigger than they should have been and the ""fold over"" portion was not necessary.",General Petite,Bottoms,Pants
Okay but not at this price,"I feel that for this price, i should love this top (and i wanted to). however, the price is on the high side for a relatively basic top, and there were a few things about it that could be improved.
pros: i ordered a medium and feel that it's pretty true to size. additionally, the fabric is nice and light (but also *sheer*) and, generally speaking, has a nice pattern. overall, it's a very pretty top.
cons: there's a cute criss-cross ruffle thing happening in the back but the model has cleverly",General,Tops,Blouses
I wish it were more flattering,"Really was excited to get what i thought would be a very versatile piece. unfortunately because i have ample hips, the skirt just made me look very wide overall. in addition, i am short at 5'2 so the length was also not flattering plus it is high waisted - it was just a lot of denim on me that made me look too wide and even shorter.",General,Bottoms,Skirts
Wanted to love it,"The colors in this dress are beautiful (the green/blue version) but the fabric is a very see through mesh and feels flimsy. i purchased it online and wasn't expecting it to be so sheer -- the particular empire cut combined with the fabric makes it feel more like a nightgown, i really wanted to love it but it's going back.",General,Dresses,Dresses
"Boxy, short and unflattering","Ordered this top online, as i loved the colors and design, but i should have listened to the other reviewers. i ordered my usual size m, and it was just very unflattering. it was short and wide, not at all like it's pictured on the model. needless to say it was immediately shipped back.",General Petite,Tops,Knits
Too big with very odd arms,"I really wanted to love this shirt. the snowflake and stripe design is really cute, and the fabric is of nice quality. it's a very loose fit, which i would've been willing to work with, but... as mentioned in previous reviews, the shoulder seam rests in an odd place on your upper arm, and there are little bumps in the fabric on the arms that appear similar to what happens if you leave a shirt on a wire hanger too long. it looks like you have nubby little wings coming out of your arms. not attrac",General Petite,Tops,Knits
This was used!!!,"Got this in the blue and was so excited. while it looks cute, someone had clearly bought this, worn it, and returned it. it had human and dog hair all over it. not to mention some kind of red strings. it was pilling all over. so much for quality control!!! i don't mind buying used things but at least clean it up and give me a discount!",General,Dresses,Dresses
Extremely flowy,"I like flowy tops because i have a bit of a belly and i like to camouflage it but this top was really flowy. the fabric is great and the embroidery is beautiful, i was hoping for this to be a holiday staple this year. it has to go back though, just too large. i don't love it quite enough to order a size down.",General,Tops,Knits
Too small!,"Had to return this for a couple of reasons: 1) was too small! it's made like one of those tiny mittens that stretches to fit any size hand. i didn't bother to order a size up because i wasn't sure whether to go from a small to a medium or to a large. 2) the main color isn't grey, like the picture. it's a black and white checkered pattern. so, it doesn't look at all grey irl.

i'm still recommending because, if you get the right size, and like the colors, it will be a nice, light and comfy swea",General,Tops,Fine gauge
Not for me,It breaks my heart to say this but i had to return for shape issues. i am not a fan of dolman sleeves (they make me look big and bulky) and i wished i would have known that prior to purchasing. it is unfortunate because it is a really beautiful knit and quality. i could see this working better on someone tall and thin.,General,Tops,Sweaters
Not enough structure fo rme,"The fabric is beautiful, even the lining is lovely. i ordered the green color in a large, as i'm curvy and have long arms. but it just doesn't lay correctly at all - the collar has no structure, even though it's a lapel, and the side vents just pop out - the jacket added about 10lbs, and just looked frumpy. it looks much more tailored on the model. too bad, as i have been looking for a velvet blazer in the color for a long time.",General,Jackets,Jackets
Oversized and unstructured but soft,"I tried this shirt in a small (my usual retailer size) and it was very unflattering.   the fabric was ultra soft and it seemed it was nicely made.  however, this shirt is so unstructured and oversized, i might as well worn a brown paper bag.",General Petite,Tops,Blouses
So comfortable!,"I have always been a pilcro fan and these are so comfortable and fit well in the legs. i'm 5'6"" and 128 and the size 26 fit very well.",General,Bottoms,Pants
Perfect tee,I love this shirt so i bought both colors. i wish they had more colors! fits great and very comfy.,General Petite,Tops,Knits
"So cute, petite fits great","I think this romper is super stylish, kind of dvf-ish and it's as-pictured except it's more colorful in person; the vines are pink and pale aqua, and the flowers are deeper yellows with white & beige parts and pink dots in them. i see what other reviewers mean that the fabric is thin, it is, but i wouldn't say sheer. it's a lightweight woven fabric. the problem is there's no stretch, so when you reach up, the whole romper hikes up. i think it's true-to-size. i got my usual xspetite and it fits g",General Petite,Bottoms,Pants
Perfect spring top,"This is such a cute little top that can be easily worn off the shoulder or on the shoulders. it is comfortable, soft and quite flattering. it hangs nicely and is a pretty white top that will come in handy this spring and summer. i stayed tts on this one but could have sized down.",General,Tops,Knits
Odd fit,"Agree with previous reviewer. i am usually an xs p in this brand (5'3"" 115 lbs) but i could not get the internal slip over my head. the chest area was fitted (i am a 32b) but then the skirt was very full and loose. i could have cut out the slip, but worried it would be see through and just not worth it at full price.",General Petite,Dresses,Dresses
Great fitted top,I'm so sick of all workout tops being baggy. they look sloppy on my frame. this top is ultra soft and fits great! the black/white one looks more heathered grey in person. i ordered an xs as all tops lately are just huge on me. i should be a small and i will be returning for that proper size.,Initmates,Intimate,Lounge
This top is just meh,Wasn't crazy about this top. it looked great online but in person it's just a boring and lifeless top.,General,Tops,Knits
Poor fabrication,"When i tried it on, it was a bit shapeless, but it was on a promo so i decided to get it. i kind off like shapeless. i've worn it three times and washed it gently in the machine as recommended (in a lingerie bag, always) and air dried it. it now has a huge rip on the sleeve seam, and i cannot see how this happened. the inner lining is soft and substantial  but the outer gauze layer is thin.",General Petite,Dresses,Dresses
Didn't work for me,"The cutout design of this suit looks cute on the model but didn't flatter my shape. i think it would work better on someone very thin. the criss-cross fabric portion was a bit baggy and didn't sit right. even worse, the bust portion made me look flat (and i'm a full c cup).",Initmates,Intimate,Swim
Wanted to love these...but...meh...,"Uncertain about sizing i got both the 4 & the 6...both made me look like a no-asser :( neither fit quite right in the leg. both hit at a weird point in my calf, not cute-short, just off. (i'm 5'8"" and 125#) to quote my husband, ""nope. not feeling these."" that said, they feel great on, seem to be made well, but are heading back to an retailer near you :( sigh. the quest continues :)",General,Bottoms,Pants
Pretty but cheaply made,"So i have had to return this once so far because the stitching ripped out when i sat down. the little slip thing that goes underneath if cheaply made. i really wish this were just lined dress. i wear it with a blank tank top and leggings underneath. not worth the money, but i needed something to wear that was transitional.",General,Dresses,Dresses
Peplum,"I am short waisted and i still thought the pleats started too high on me. also, the whole thing was a little bit big. i always wear a medium, but in this top the shoulders and everything was just a bit large. since i bought it online, i couldn't size down. the fabric was a nice quality.",General,Tops,Knits
Prettier in pic!,"I just returned this top. i agree with the previous reviewer. the neckline is way too deep, i ordered small and i looked ridiculous in it. also the ruffles didn't look so great on me either.",General,Tops,Blouses
Tight armholes,"I loved this shirt and attempted to buy it - however the armhole is so small i couldn't barely get the shirt off and almost had to call someone into the dressing room to pull it off of me. i'm usually a 6 and i tried on the 6 and 8, and both shirts had the same problem. it wasn't exactly the sleeve that was too tight, but the arm hole that was not big enough. it pulled across the top of my chest and was not roomy enough to slip in and out of. which was odd because the rest of shirt was fine. i d",General Petite,Tops,Blouses
At once matronly and sexy?,"So the dress is interesting. has an asymmetrical wrap look, short, sexy length (i'm 5'3"" and the petite barely covers my assets), and a neckline that implies sexy without actually displaying the girls- it crosses over and stays closed, but looks sexy and plunging. but the shoulders are what make it look matronly. they're wide- from neck out to the outer edge of my shoulder/upper arm. they show no shoulder at all, which is really an odd design when the rest of the dress is sexy-ish. i looked back",General,Dresses,Dresses
"Tried to make this top work, too short","I bought this in size xl. it ran much shorter & smaller than is typical for this brand. i found the arms tighter on me compared to the model's photos. the lace itself was pretty, intricate and washed well. i wish this shirt had worked but i ended up donating it after wearing it a couple times. the cropped length and close-fit just didn't work on me. i thought the sleeve shape was pretty. with just a little more material, this would have been a favorite. i hope it works well on whoever receives i",General,Tops,Knits
Not for tall ladies,"This sweater is a cute design but did not work for me. i am 5'9"" and this is way to short/cropped and looks awkward. the quality was so so, it looked stretched out in the front. it's getting returned.",General,Tops,Fine gauge
Too big!,"I ordered a small, which is my usual retailer size, but this was like a tent on me. it's fine if you like things super super blousey but that wasn't what i was looking for. also it is very long, a very weird amount of long. also there is only eyelet on the front. the whole back of the shirt is just plain fabric. i like the idea of this shirt but all in all it was very disappointing.",General,Tops,Blouses
Cute and comfy spring pants,"Cute, comfy, and would highly recommend them to others. i plan on getting one more color because i feel like i will wear them all the time!",General Petite,Bottoms,Pants
Peasant dress,I purchased this dress in pink. it is absolutely beautiful. the shimmery detail around the neck is gorgeous! it is so flattering and looks amazing with boots or sandals! this dress will not disappoint!!,General,Dresses,Dresses
Fell short of expectations.,"This is a beautifully made dress and i couldn't wait to put it on. i was disappointed. i am 5'5"" and a size 4- 6. i ordered the 6 and it was too 'long and heavy' looking on me. but the waist and upper body fit tightly. the zipper up the back was very heavy looking and the cut away shoulders didn't work for my body type, making me look bulky on top. the torso is really built for someone with small breasts - i am average and the way the darts are, made my breasts look flatter and lower than they a",General,Dresses,Dresses
"Pretty, but not at this price","I was very excited to find this jumper in a store to try on. the small was huge (im 5'8, 130lbs), the xs was better but perhaps a bit short in the upper body, making it feel tight/stretched against my shoulders. i love the print and style, and would have bought it if it was $100 less. however, at the current price, it needs to fit perfectly, which sadly it did not.",General,Bottoms,Pants
Perfect tunic,I love this tunic! the fit is ttt and the quality is nice. i will get much use out of this piece!,General,Tops,Knits
Really wanted to love this,"I was so excited to get this in the mail, and so disappointed when i put it on. it had a nice feel to it and fit well when i zipped it up, but i don't really know how to adequately describe what it looked like when i glanced in the mirror - lumpiness along the seams? i don't know if it was a manufacturing flaw or not, but it gave me lumpy-looking hips and then kind of clung around my mid-thigh area. returned it the next day.",General,Bottoms,Skirts
Would be great but...,"Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all, unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small.",General,Bottoms,Skirts
Lovely look but disappointing quality,"I was so excited to get this dress; i ordered the red, and it's a beautiful, vibrant, festive color. i am small-busted, 5'3"" and 120 lbs, and i got the regular xs, which fit very well, fitted but not too tight. i normally order petite, but i wanted the dress to hit a little lower on me than on the model; it ended up just above my knee, and i was happy with that. the shape is very flattering and i really like the scallop detail on the back v. the fabric looks substantial but isn't super heavy? an",General,Dresses,Dresses
Nope - not for muscular thighs,"Not that i don't recommend, only don't recommend if you have muscular thighs. so i tried on the small in plaid pattern (or checkered?) and not flattering on me at all. snug on the though and loose by the knee and below. also that pattern made my legs look weird, no kidding, kind of crooked... they are super comfortable and the small fit, so perhaps they run small?

i would get petite if you are usually a petite, the regular size bunched on the bottom, too long.

i am usually a 0p or 00p, or",General,Bottoms,Pants
Awesome!,"I saw this t on sale and ordered it. i had second thoughts, thinking it would be just like a lot of ts i already have. well, i got it today and am thrilled. the fabric is so soft, a sumptuous softness that makes me feel good. the fit is the fit we all want in a great t, nice fit, not too baggy, not too tight, and it is so flattering. it doesn't show off my tummy as so many other ts do. i can wear this with jeans or a skirt. so glad i got it!",General,Tops,Knits
Scratchy and unflattering,"I should have paid more attention to the reviews of this sweater before ordering. although the material looks soft and cozy in the photo, it's very scratchy and uncomfortable. i was also hoping the opening of the collar would be a little wider, which would have been more flattering on me. i never wear turtlenecks of any kind so i took a chance on this. i'm sure others will look fabulous in this sweater and may be happy with it if they don't mind the texture. i'm sending it back.",General Petite,Tops,Sweaters
Had higher hopes,"I had higher hopes for this dress and perhaps should have sized up, but it was not very forgiving in the stomach area on me. i still love the dress and the look of it on the model, but was less than thrilled with it on myself. i am 5'5"", 135lbs, 34c, and ordered a size small.",General Petite,Dresses,Dresses
Boxy and unflattering,"Though the quality is good and the fabric is both sturdy and soft, the cut of this top made this a no-go for me. it's a bit short in front and also boxy, which is emphasized by the dolman sleeves. i ordered the coral color and it was much brighter - almost neon-y - as opposed to the soft salmon color my screen shows. i regretfully returned it.",Initmates,Intimate,Lounge
Just ok cowl sweater,"Gorgeous color and fit, but fabric is not great. i ordered this to wear with leggings and booties. i returned as i could tell it would get baggy in the elbows and rear end. just not a good fabric. bummer!!!!",General,Tops,Sweaters
Weird fit,"I love jumpsuits and was excited about this one because i liked the print/colors and that it's long-sleeved. i ordered my usual medium size (i'm a solid medium). it was a tad tight in the rear/thigh area (not flattering when you have a thin material which shows every bump unlike jeans) but the length (i'm 5'5"") and top fit well. i returned it and ordered the large but the waist was huge (and that's coming from a person with a bit of a tummy bulge) and there isn't anything to cinch the waist in.",General,Bottoms,Pants
Disappointing,"This beauty caught my eye online and i was excited to see it in store. the coloring is lovely, but it was too short for me (5'7"") and just meh...and it was only on for a second before it started itching. sadly, too, the sleeves were all stretched out from the way my local store merchandised it, which looks cute on the hanger but kind of ruins the clothes (i wish they'd stop doing this). if it works for you, great because it's a decent price for a timeless sweater with an interesting color patter",General,Tops,Sweaters
